driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
77L. ZendeliZENSauber Junior Team by Charouz,24,34:54.199,6.705,0.619,177.93,1:21.660,15,1004,2019,ROUND3Summary,,,77,L  Zendeli,ZEN,Sauber Junior Team by Charouz,2094.199,81.66,6.705,24.0,7.0,840.404,81.23400000000001,24.0,1.0,1253.795,0.4259999999999877,87.25829166666666,1,0,0,0,7.0,14.823529411764707,114.0102857753432,112.99756915584416,0.25,87.77792674603174,-26.75199410867654,-0.5196350793650737,3
819N. KariKARTrident,24,34:55.262,7.768,1.063,177.84,1:21.518,16,1004,2019,ROUND3Summary,,,819,N  Kari,KAR,Trident,2095.262,81.518,7.768,24.0,8.0,840.404,81.23400000000001,24.0,1.0,1254.8580000000002,0.2839999999999918,87.30258333333335,1,0,0,0,8.0,12.578947368421053,113.57823657516536,111.72983011363637,0.375,87.77792674603174,-26.275653241832018,-0.4753434126983933,3
917D. DeFrancescoDEFTrident,24,34:56.407,8.913,1.145,177.742,1:21.710,15,1004,2019,ROUND3Summary,,,917,D  DeFrancesco,DEF,Trident,2096.407,81.71000000000001,8.913,24.0,9.0,840.404,81.23400000000001,24.0,1.0,1256.0030000000002,0.4759999999999991,87.35029166666668,1,0,0,0,9.0,12.578947368421053,113.57823657516536,116.44831865530304,0.125,87.77792674603174,-26.227944908498685,-0.42763507936506073,3
101D. BeckmannBECART Grand Prix,24,34:57.666,10.172,1.259,177.636,1:21.968,16,1004,2019,ROUND3Summary,,,101,D  Beckmann,BEC,ART Grand Prix,2097.666,81.968,10.172,24.0,10.0,840.404,81.23400000000001,24.0,1.0,1257.2620000000002,0.7339999999999947,87.40275000000001,1,0,0,0,10.0,11.904761904761905,113.25568456134658,113.54231936956602,0.42857142857142855,87.77792674603174,-25.852934561346572,-0.3751767460317268,3
1114Y. TsunodaTSUJenzer Motorsport,24,34:58.210,10.716,0.544,177.59,1:21.636,15,1004,2019,ROUND3Summary,,,1114,Y  Tsunoda,TSU,Jenzer Motorsport,2098.21,81.636,10.716,24.0,11.0,840.404,81.23400000000001,24.0,1.0,1257.806,0.4019999999999868,87.42541666666666,1,0,0,0,11.0,15.15,112.72754608216275,112.58339371012758,0.75,87.77792674603174,-25.302129415496083,-0.35251007936507506,3
126R. VerschoorVERMP Motorsport,24,34:59.864,12.370,1.654,177.45,1:21.631,15,1004,2019,ROUND3Summary,,,126,R  Verschoor,VER,MP Motorsport,2099.864,81.631,12.37,24.0,12.0,840.404,81.23400000000001,24.0,1.0,1259.46,0.39699999999999136,87.49433333333333,1,0,0,0,12.0,13.2,113.14871794229055,112.72825964795008,0.375,87.77792674603174,-25.654384608957216,-0.28359341269840854,3
1312K. AndresANDHWA RACELAB,24,35:01.809,14.315,1.945,177.286,1:21.644,20,1004,2019,ROUND3Summary,,,1312,K  Andres,AND,HWA RACELAB,2101.809,81.644,14.315,24.0,13.0,840.404,81.23400000000001,24.0,1.0,1261.4050000000002,0.4099999999999966,87.57537500000001,1,0,0,0,13.0,14.5,114.208835491008,113.97198785093583,0.0,87.77792674603174,-26.633460491007995,-0.20255174603173032,3
1430F. DrugovichDRUCarlin Buzz Racing,24,35:02.240,14.746,0.431,177.249,1:22.074,9,1004,2019,ROUND3Summary,,,1430,F  Drugovich,DRU,Carlin Buzz Racing,2102.24,82.074,14.746,24.0,14.0,840.404,81.23400000000001,24.0,1.0,1261.8359999999998,0.8399999999999892,87.59333333333332,1,0,0,0,14.0,13.9,114.91332223624627,113.08816531544436,0.5,87.77792674603174,-27.319988902912954,-0.184593412698419,3
1518P. PiquetPIQTrident,24,35:02.917,15.423,0.677,177.192,1:21.422,20,1004,2019,ROUND3Summary,,,1518,P  Piquet,PIQ,Trident,2102.917,81.422,15.423,24.0,15.0,840.404,81.23400000000001,24.0,1.0,1262.513,0.18799999999998818,87.62154166666666,1,0,0,0,15.0,12.578947368421053,113.57823657516536,112.55656095655667,0.375,87.77792674603174,-25.956694908498704,-0.15638507936508006,3
169R. HymanHYMSauber Junior Team by Charouz,24,35:03.197,15.703,0.280,177.169,1:21.736,20,1004,2019,ROUND3Summary,,,169,R  Hyman,HYM,Sauber Junior Team by Charouz,2103.197,81.736,15.703,24.0,16.0,840.404,81.23400000000001,24.0,1.0,1262.7930000000001,0.5019999999999953,87.63320833333334,1,0,0,0,16.0,14.823529411764707,114.0102857753432,114.0122675170068,0.0,87.77792674603174,-26.377077442009863,-0.14471841269839558,3
173C. LundgaardLUNART Grand Prix,24,35:03.466,15.972,0.269,177.146,1:21.234,20,1004,2019,ROUND3Summary,,,173,C  Lundgaard,LUN,ART Grand Prix,2103.466,81.23400000000001,15.972,24.0,17.0,840.404,81.23400000000001,24.0,1.0,1263.062,0.0,87.64441666666666,1,0,0,0,17.0,11.904761904761905,113.25568456134658,112.57256515151515,0.75,87.77792674603174,-25.611267894679926,-0.13351007936508097,3
185S. LaaksonenLAAMP Motorsport,24,35:07.171,19.677,3.705,176.835,1:21.830,17,1004,2019,ROUND3Summary,,,185,S  Laaksonen,LAA,MP Motorsport,2107.171,81.83,19.677,24.0,18.0,840.404,81.23400000000001,24.0,1.0,1266.7669999999998,0.5959999999999894,87.79879166666666,1,0,0,0,18.0,13.2,113.14871794229055,113.63329725378787,0.0,87.77792674603174,-25.349926275623886,0.020864920634920736,3
1926M. ArmstrongARMPrema Racing,24,35:07.357,19.863,0.186,176.819,1:21.427,17,1004,2019,ROUND3Summary,,,1926,M  Armstrong,ARM,Prema Racing,2107.357,81.42699999999999,19.863,24.0,19.0,840.404,81.23400000000001,24.0,1.0,1266.953,0.19299999999998363,87.80654166666666,1,0,0,0,19.0,5.454545454545454,112.26566403528318,112.14852997437612,0.75,87.77792674603174,-24.45912236861652,0.028614920634922214,3
2016A. EstnerESTJenzer Motorsport,24,35:09.520,22.026,2.163,176.638,1:21.724,18,1004,2019,ROUND3Summary,,,2016,A  Estner,EST,Jenzer Motorsport,2109.52,81.724,22.026,24.0,20.0,840.404,81.23400000000001,24.0,1.0,1269.116,0.4899999999999949,87.89666666666666,1,0,0,0,20.0,15.15,112.72754608216275,113.39016341354724,0.0,87.77792674603174,-24.830879415496085,0.11873992063492267,3
2115G. CarraraCARJenzer Motorsport,24,35:11.361,23.867,1.841,176.484,1:21.930,14,1004,2019,ROUND3Summary,,,2115,G  Carrara,CAR,Jenzer Motorsport,2111.361,81.93,23.867,24.0,21.0,840.404,81.23400000000001,24.0,1.0,1270.9569999999999,0.695999999999998,87.97337499999999,1,0,0,0,21.0,15.15,112.72754608216275,110.61813920454546,0.0,87.77792674603174,-24.754171082162756,0.1954482539682516,3
2229T. NatoriNATCarlin Buzz Racing,24,35:12.154,24.660,0.793,176.417,1:22.097,20,1004,2019,ROUND3Summary,,,2229,T  Natori,NAT,Carlin Buzz Racing,2112.154,82.09700000000001,24.66,24.0,22.0,840.404,81.23400000000001,24.0,1.0,1271.75,0.8629999999999995,88.00641666666667,1,0,0,0,22.0,13.9,114.91332223624627,116.7312165357052,0.125,87.77792674603174,-26.906905569579607,0.228489920634928,3
238F. SchererSCHSauber Junior Team by Charouz,24,35:12.726,25.232,0.572,176.37,1:22.172,20,1004,2019,ROUND3Summary,,,238,F  Scherer,SCH,Sauber Junior Team by Charouz,2112.726,82.172,25.232,24.0,23.0,840.404,81.23400000000001,24.0,1.0,1272.3220000000001,0.9379999999999882,88.03025000000001,1,0,0,0,23.0,14.823529411764707,114.0102857753432,114.8946787934492,0.25,87.77792674603174,-25.980035775343197,0.25232325396827093,3
2424A. DeleddaDELCampos Racing,24,35:18.478,30.984,5.752,175.891,1:22.538,14,1004,2019,ROUND3Summary,,,2424,A  Deledda,DEL,Campos Racing,2118.478,82.538,30.984,24.0,24.0,840.404,81.23400000000001,24.0,1.0,1278.074,1.3039999999999878,88.26991666666667,1,0,0,0,24.0,20.27777777777778,113.7624530483527,114.61567648172905,0.0,87.77792674603174,-25.492536381686023,0.49198992063493563,3
254L. LawsonLAWMP Motorsport,23,34:49.688,1 LAP,1 LAP,170.875,1:21.895,16,1004,2019,ROUND3Summary,,,254,L  Lawson,LAW,MP Motorsport,2089.688,81.895,,23.0,25.0,840.404,81.23400000000001,24.0,0.9583333333333334,1249.284,0.6609999999999872,90.85600000000001,1,0,0,0,25.0,13.2,113.14871794229055,113.0845969251337,0.625,87.77792674603174,-22.292717942290537,3.0780732539682703,3
2631L. SargeantSARCarlin Buzz Racing,21,35:45.779,3 LAPS,2 LAPS,151.92,1:21.866,17,1004,2019,ROUND3Summary,,,2631,L  Sargeant,SAR,Carlin Buzz Racing,2145.779,81.866,,21.0,26.0,840.404,81.23400000000001,24.0,0.875,1305.375,0.6319999999999908,102.17995238095239,1,0,0,0,26.0,13.9,114.91332223624627,115.14782164502165,0.5,87.77792674603174,-12.733369855293887,14.402025634920648,3
DNF25S. FernándezFERCampos Racing,20,28:30.679,DNF,-,181.473,1:21.923,20,1004,2019,ROUND3Summary,,DNF,25,S  Fernández,FER,Campos Racing,1710.679,81.923,,20.0,,840.404,81.23400000000001,24.0,0.8333333333333334,870.2750000000001,0.688999999999993,85.53395,0,1,0,0,,20.27777777777778,113.7624530483527,113.31886699150952,0.0,87.77792674603174,-28.228503048352692,-2.243976746031734,3
DNF23A. PeroniPERCampos Racing,20,28:31.251,DNF,-,181.412,1:21.570,20,1004,2019,ROUND3Summary,,DNF,23,A  Peroni,PER,Campos Racing,1711.251,81.57,,20.0,,840.404,81.23400000000001,24.0,0.8333333333333334,870.847,0.3359999999999843,85.56255,0,1,0,0,,20.27777777777778,113.7624530483527,112.25952872103387,0.0,87.77792674603174,-28.199903048352695,-2.215376746031737,3
DNF10B. ViscaalVISHWA RACELAB,10,14:00.404,DNF,-,184.428,1:22.220,4,1004,2019,ROUND3Summary,,DNF,10,B  Viscaal,VIS,HWA RACELAB,840.404,82.22,,10.0,,840.404,81.23400000000001,24.0,0.4166666666666667,0.0,0.98599999999999,84.0404,0,1,0,0,,14.5,114.208835491008,112.78309906576267,0.125,87.77792674603174,-30.168435491007997,-3.737526746031733,3
DNF22Y. YifeiYIFHitech Grand Prix,10,14:01.077,DNF,-,184.28,1:22.377,5,1004,2019,ROUND3Summary,,DNF,22,Y  Yifei,YIF,Hitech Grand Prix,841.077,82.377,,10.0,,840.404,81.23400000000001,24.0,0.4166666666666667,0.6730000000000018,1.1429999999999865,84.1077,0,1,0,0,,10.772727272727273,112.84071430093778,112.96370912910619,0.25,87.77792674603174,-28.733014300937782,-3.6702267460317444,3
120L. PulciniPULHitech Grand Prix,20,35:57.713,-,-,196.351,1:46.530,3,1005,2019,ROUND4Summary,,,120,L  Pulcini,PUL,Hitech Grand Prix,2157.713,106.53,,20.0,1.0,890.373,106.203,20.0,1.0,1267.3400000000001,0.3269999999999982,107.88565000000001,1,0,0,0,1.0,10.772727272727273,112.84071430093778,112.51679415663993,0.625,109.0525854385965,-4.955064300937764,-1.1669354385964823,4
228R. ShwartzmanSHWPrema Racing,20,36:00.405,2.692,2.692,196.106,1:46.203,19,1005,2019,ROUND4Summary,,,228,R  Shwartzman,SHW,Prema Racing,2160.405,106.203,2.692,20.0,2.0,890.373,106.203,20.0,1.0,1270.0320000000002,0.0,108.02025,1,0,0,0,2.0,5.454545454545454,112.26566403528318,112.24481520721925,0.875,109.0525854385965,-4.245414035283176,-1.0323354385964905,4
34L. LawsonLAWMP Motorsport,20,36:07.431,9.718,7.026,195.47,1:47.174,4,1005,2019,ROUND4Summary,,,34,L  Lawson,LAW,MP Motorsport,2167.431,107.174,9.718,20.0,3.0,890.373,106.203,20.0,1.0,1277.058,0.9710000000000036,108.37155,1,0,0,0,3.0,13.2,113.14871794229055,113.0845969251337,0.625,109.0525854385965,-4.777167942290546,-0.6810354385964956,4
426M. ArmstrongARMPrema Racing,20,36:07.831,10.118,0.400,195.434,1:46.951,5,1005,2019,ROUND4Summary,,,426,M  Armstrong,ARM,Prema Racing,2167.831,106.951,10.118,20.0,4.0,890.373,106.203,20.0,1.0,1277.458,0.7479999999999905,108.39155000000001,1,0,0,0,4.0,5.454545454545454,112.26566403528318,112.14852997437612,0.75,109.0525854385965,-3.8741140352831707,-0.6610354385964854,4
53C. LundgaardLUNART Grand Prix,20,36:08.384,10.671,0.553,195.384,1:46.869,3,1005,2019,ROUND4Summary,,,53,C  Lundgaard,LUN,ART Grand Prix,2168.384,106.869,10.671,20.0,5.0,890.373,106.203,20.0,1.0,1278.011,0.6659999999999968,108.4192,1,0,0,0,5.0,11.904761904761905,113.25568456134658,112.57256515151515,0.75,109.0525854385965,-4.83648456134658,-0.6333854385964912,4
61D. BeckmannBECART Grand Prix,20,36:08.884,11.171,0.500,195.339,1:46.937,4,1005,2019,ROUND4Summary,,,61,D  Beckmann,BEC,ART Grand Prix,2168.884,106.937,11.171,20.0,6.0,890.373,106.203,20.0,1.0,1278.511,0.7339999999999947,108.4442,1,0,0,0,6.0,11.904761904761905,113.25568456134658,113.54231936956602,0.42857142857142855,109.0525854385965,-4.811484561346589,-0.6083854385964997,4
714Y. TsunodaTSUJenzer Motorsport,20,36:09.863,12.150,0.979,195.251,1:46.373,20,1005,2019,ROUND4Summary,,,714,Y  Tsunoda,TSU,Jenzer Motorsport,2169.863,106.373,12.15,20.0,7.0,890.373,106.203,20.0,1.0,1279.4899999999998,0.1700000000000017,108.49314999999999,1,0,0,0,7.0,15.15,112.72754608216275,112.58339371012758,0.75,109.0525854385965,-4.23439608216276,-0.559435438596509,4
88F. SchererSCHSauber Junior Team by Charouz,20,36:10.761,13.048,0.898,195.171,1:46.758,20,1005,2019,ROUND4Summary,,,88,F  Scherer,SCH,Sauber Junior Team by Charouz,2170.761,106.758,13.048,20.0,8.0,890.373,106.203,20.0,1.0,1280.388,0.5549999999999926,108.53805,1,0,0,0,8.0,14.823529411764707,114.0102857753432,114.8946787934492,0.25,109.0525854385965,-5.472235775343208,-0.5145354385964964,4
97L. ZendeliZENSauber Junior Team by Charouz,20,36:11.731,14.018,0.970,195.083,1:47.061,16,1005,2019,ROUND4Summary,,,97,L  Zendeli,ZEN,Sauber Junior Team by Charouz,2171.731,107.061,14.018,20.0,9.0,890.373,106.203,20.0,1.0,1281.3580000000002,0.8580000000000041,108.58655000000002,1,0,0,0,9.0,14.823529411764707,114.0102857753432,112.99756915584416,0.25,109.0525854385965,-5.423735775343189,-0.466035438596478,4
1030F. DrugovichDRUCarlin Buzz Racing,20,36:12.570,14.857,0.839,195.008,1:47.451,15,1005,2019,ROUND4Summary,,,1030,F  Drugovich,DRU,Carlin Buzz Racing,2172.57,107.451,14.857,20.0,10.0,890.373,106.203,20.0,1.0,1282.1970000000001,1.2479999999999905,108.6285,1,0,0,0,10.0,13.9,114.91332223624627,113.08816531544436,0.5,109.0525854385965,-6.284822236246271,-0.4240854385964923,4
1122Y. YifeiYIFHitech Grand Prix,20,36:14.457,16.744,1.887,194.839,1:47.351,15,1005,2019,ROUND4Summary,,,1122,Y  Yifei,YIF,Hitech Grand Prix,2174.457,107.351,16.744,20.0,11.0,890.373,106.203,20.0,1.0,1284.0839999999998,1.1479999999999961,108.72285,1,0,0,0,11.0,10.772727272727273,112.84071430093778,112.96370912910619,0.25,109.0525854385965,-4.117864300937782,-0.3297354385965008,4
122M. FewtrellFEWART Grand Prix,20,36:15.201,17.488,0.744,194.772,1:47.352,19,1005,2019,ROUND4Summary,,,122,M  Fewtrell,FEW,ART Grand Prix,2175.201,107.352,17.488,20.0,12.0,890.373,106.203,20.0,1.0,1284.828,1.149000000000001,108.76005,1,0,0,0,12.0,11.904761904761905,113.25568456134658,113.68799851398602,0.25,109.0525854385965,-4.495634561346577,-0.292535438596488,4
1331L. SargeantSARCarlin Buzz Racing,20,36:17.756,20.043,0.883,194.544,1:46.952,19,1005,2019,ROUND4Summary,,,1331,L  Sargeant,SAR,Carlin Buzz Racing,2177.756,106.952,20.043,20.0,13.0,890.373,106.203,20.0,1.0,1287.3829999999998,0.7489999999999952,108.8878,1,0,0,0,13.0,13.9,114.91332223624627,115.14782164502165,0.5,109.0525854385965,-6.025522236246275,-0.1647854385964962,4
1425S. FernándezFERCampos Racing,20,36:21.373,23.660,3.617,194.221,1:47.194,18,1005,2019,ROUND4Summary,,,1425,S  Fernández,FER,Campos Racing,2181.373,107.194,23.66,20.0,14.0,890.373,106.203,20.0,1.0,1291.0,0.9909999999999997,109.06865,1,0,0,0,14.0,20.27777777777778,113.7624530483527,113.31886699150952,0.0,109.0525854385965,-4.693803048352692,0.016064561403510424,4
1521J. VipsVIPHitech Grand Prix,20,36:21.873,19.160,1.672,194.623,1:47.067,15,1005,2019,ROUND4Summary,,,1521,J  Vips,VIP,Hitech Grand Prix,2181.873,107.067,19.16,20.0,15.0,890.373,106.203,20.0,1.0,1291.5,0.8639999999999901,109.09365,1,0,0,0,15.0,10.772727272727273,112.84071430093778,113.05701397058823,0.5,109.0525854385965,-3.7470643009377795,0.0410645614035019,4
1629T. NatoriNATCarlin Buzz Racing,20,36:26.849,29.136,5.476,193.735,1:48.009,18,1005,2019,ROUND4Summary,,,1629,T  Natori,NAT,Carlin Buzz Racing,2186.849,108.009,29.136,20.0,16.0,890.373,106.203,20.0,1.0,1296.476,1.8059999999999974,109.34245000000001,1,0,0,0,16.0,13.9,114.91332223624627,116.7312165357052,0.125,109.0525854385965,-5.5708722362462595,0.2898645614035189,4
1717D. DeFrancescoDEFTrident,20,36:27.612,29.899,0.763,193.667,1:48.057,18,1005,2019,ROUND4Summary,,,1717,D  DeFrancesco,DEF,Trident,2187.612,108.057,29.899,20.0,17.0,890.373,106.203,20.0,1.0,1297.239,1.8539999999999992,109.3806,1,0,0,0,17.0,12.578947368421053,113.57823657516536,116.44831865530304,0.125,109.0525854385965,-4.197636575165362,0.3280145614035064,4
189R. HymanHYMSauber Junior Team by Charouz,20,36:27.836,30.123,0.224,193.647,1:47.492,16,1005,2019,ROUND4Summary,,,189,R  Hyman,HYM,Sauber Junior Team by Charouz,2187.836,107.492,30.123,20.0,18.0,890.373,106.203,20.0,1.0,1297.4629999999997,1.2890000000000015,109.39179999999999,1,0,0,0,18.0,14.823529411764707,114.0102857753432,114.0122675170068,0.0,109.0525854385965,-4.618485775343217,0.3392145614034945,4
1919N. KariKARTrident,20,36:28.492,30.779,0.656,193.589,1:47.571,16,1005,2019,ROUND4Summary,,,1919,N  Kari,KAR,Trident,2188.492,107.571,30.779,20.0,19.0,890.373,106.203,20.0,1.0,1298.1190000000001,1.367999999999995,109.42460000000001,1,0,0,0,19.0,12.578947368421053,113.57823657516536,111.72983011363637,0.375,109.0525854385965,-4.153636575165351,0.3720145614035175,4
2010B. ViscaalVISHWA RACELAB,20,36:28.680,30.967,0.188,193.573,1:47.293,19,1005,2019,ROUND4Summary,,,2010,B  Viscaal,VIS,HWA RACELAB,2188.68,107.293,30.967,20.0,20.0,890.373,106.203,20.0,1.0,1298.3069999999998,1.0900000000000034,109.434,1,0,0,0,20.0,14.5,114.208835491008,112.78309906576267,0.125,109.0525854385965,-4.774835491008005,0.3814145614035027,4
216R. VerschoorVERMP Motorsport,20,36:30.643,32.930,1.963,193.399,1:47.819,18,1005,2019,ROUND4Summary,,,216,R  Verschoor,VER,MP Motorsport,2190.643,107.819,32.93,20.0,21.0,890.373,106.203,20.0,1.0,1300.27,1.6159999999999997,109.53215,1,0,0,0,21.0,13.2,113.14871794229055,112.72825964795008,0.375,109.0525854385965,-3.616567942290544,0.4795645614035067,4
2216A. EstnerESTJenzer Motorsport,20,36:30.800,33.087,0.157,193.385,1:47.280,19,1005,2019,ROUND4Summary,,,2216,A  Estner,EST,Jenzer Motorsport,2190.8,107.28,33.087,20.0,22.0,890.373,106.203,20.0,1.0,1300.4270000000001,1.0769999999999982,109.54,1,0,0,0,22.0,15.15,112.72754608216275,113.39016341354724,0.0,109.0525854385965,-3.18754608216274,0.48741456140351147,4
2315F. MalvestitiMALJenzer Motorsport,20,36:33.936,36.223,3.136,193.109,1:47.841,20,1005,2019,ROUND4Summary,,,2315,F  Malvestiti,MAL,Jenzer Motorsport,2193.936,107.841,36.223,20.0,23.0,890.373,106.203,20.0,1.0,1303.563,1.637999999999991,109.69680000000001,1,0,0,0,23.0,15.15,112.72754608216275,109.69680000000001,0.0,109.0525854385965,-3.030746082162736,0.6442145614035155,4
245S. LaaksonenLAAMP Motorsport,20,36:34.424,36.711,0.488,193.066,1:47.564,20,1005,2019,ROUND4Summary,,,245,S  Laaksonen,LAA,MP Motorsport,2194.424,107.564,36.711,20.0,24.0,890.373,106.203,20.0,1.0,1304.051,1.36099999999999,109.7212,1,0,0,0,24.0,13.2,113.14871794229055,113.63329725378787,0.0,109.0525854385965,-3.4275179422905495,0.6686145614035013,4
2524A. DeleddaDELCampos Racing,20,36:42.000,44.287,7.576,192.402,1:48.338,18,1005,2019,ROUND4Summary,,,2524,A  Deledda,DEL,Campos Racing,2202.0,108.338,44.287,20.0,25.0,890.373,106.203,20.0,1.0,1311.627,2.134999999999991,110.1,1,0,0,0,25.0,20.27777777777778,113.7624530483527,114.61567648172905,0.0,109.0525854385965,-3.6624530483527025,1.0474145614034995,4
2612K. AndresANDHWA RACELAB,20,37:00.281,62.568,18.281,190.818,1:46.337,18,1005,2019,ROUND4Summary,,,2612,K  Andres,AND,HWA RACELAB,2220.281,106.337,62.568,20.0,26.0,890.373,106.203,20.0,1.0,1329.908,0.13400000000000034,111.01405,1,0,0,0,26.0,14.5,114.208835491008,113.97198785093583,0.0,109.0525854385965,-3.1947854910080054,1.9614645614035027,4
DNF18P. PiquetPIQTrident,19,34:19.760,DNF,-,195.392,1:46.893,3,1005,2019,ROUND4Summary,,DNF,18,P  Piquet,PIQ,Trident,2059.76,106.893,,19.0,,890.373,106.203,20.0,0.95,1169.3870000000002,0.6899999999999977,108.4084210526316,0,1,0,0,,12.578947368421053,113.57823657516536,112.55656095655667,0.375,109.0525854385965,-5.169815522533767,-0.6441643859648991,4
DNF27J. DaruvalaDARPrema Racing,19,34:20.186,DNF,-,195.352,1:46.726,4,1005,2019,ROUND4Summary,,DNF,27,J  Daruvala,DAR,Prema Racing,2060.186,106.726,,19.0,,890.373,106.203,20.0,0.95,1169.813,0.5229999999999961,108.43084210526317,0,1,0,0,,5.454545454545454,112.26566403528318,112.40364692425416,0.625,109.0525854385965,-3.834821930020013,-0.6217433333333275,4
DNF11J. HughesHUGHWA RACELAB,16,28:56.838,DNF,-,195.089,1:47.457,3,1005,2019,ROUND4Summary,,DNF,11,J  Hughes,HUG,HWA RACELAB,1736.838,107.457,,16.0,,890.373,106.203,20.0,0.8,846.4649999999999,1.2539999999999907,108.552375,0,1,0,0,,14.5,114.208835491008,116.10893156565656,0.625,109.0525854385965,-5.656460491008005,-0.5002104385964969,4
DNF23A. PeroniPERCampos Racing,8,14:50.373,DNF,-,190.008,1:48.901,2,1005,2019,ROUND4Summary,,DNF,23,A  Peroni,PER,Campos Racing,890.373,108.901,,8.0,,890.373,106.203,20.0,0.4,0.0,2.6979999999999933,111.296625,0,1,0,0,,20.27777777777778,113.7624530483527,112.25952872103387,0.0,109.0525854385965,-2.465828048352691,2.244039561403511,4
126M. ArmstrongARMPrema Racing,22,35:26.061,-,-,163.133,1:35.307,4,1006,2019,ROUND5Summary,,,126,M  Armstrong,ARM,Prema Racing,2126.061,95.307,,22.0,1.0,1411.736,95.307,22.0,1.0,714.325,0.0,96.63913636363637,1,0,0,0,1.0,5.454545454545454,112.26566403528318,112.14852997437612,0.75,98.6571514712468,-15.626527671646812,-2.018015107610438,5
220L. PulciniPULHitech Grand Prix,22,35:38.731,12.670,12.670,162.166,1:35.496,3,1006,2019,ROUND5Summary,,,220,L  Pulcini,PUL,Hitech Grand Prix,2138.731,95.496,12.67,22.0,2.0,1411.736,95.307,22.0,1.0,726.9950000000001,0.18899999999999295,97.21504545454546,1,0,0,0,2.0,10.772727272727273,112.84071430093778,112.51679415663993,0.625,98.6571514712468,-15.625668846392315,-1.442106016701345,5
311J. HughesHUGHWA RACELAB,22,35:45.045,18.984,6.314,161.689,1:35.394,22,1006,2019,ROUND5Summary,,,311,J  Hughes,HUG,HWA RACELAB,2145.045,95.394,18.984,22.0,3.0,1411.736,95.307,22.0,1.0,733.309,0.0870000000000033,97.50204545454545,1,0,0,0,3.0,14.5,114.208835491008,116.10893156565656,0.625,98.6571514712468,-16.70679003646255,-1.1551060167013532,5
